4,0.3462699217153907,13,3,0
5,0.25801234834569203,3,6,0
7,1.737481214510891,17,17,0
9,3.965806774296701,54,18,0
6,4.776129781718082,72,18,0
7,6.113945313493745,91,18,0
6,7.334800936149537,140,6,0
4,5.159979350600219,113,24,0
12,0.8752617197423754,8,8,0
49,0.6870402124936185,7,6,0
59,0.7880796322918293,8,6,0
56,0.6732478344745394,8,7,0
4,3.398347990885816,54,18,0
20,4.04068136815484,16,26,0
5,114.63993844666771,286,119,0
43,1.3899187376377626,18,12,0
5,2.9232604501647588,66,14,0
10,1.7234103780174461,17,21,0
10,5.854800935043335,103,18,0
6,4.768613089659951,140,6,0
5,3.468904878879407,140,6,0
5,3.730853940143006,69,12,0
16,2.9696806011708183,17,23,0
14,7.239564562790263,38,19,0
16,6.901707134618341,27,25,0
5,2.966054518225989,27,27,0
7,8.251533683505732,140,6,0
24,3.1983769951227,28,15,0
10,1.9136864524161996,27,17,0
10,1.0170527417121182,26,4,0
20,3.42113481552209,40,15,0
7,4.509428684914788,74,13,0
13,0.8395510436096866,9,12,0
13,10.384486416477122,145,16,0
10,2.180109386810968,20,19,0
30,4.290142992905135,27,27,0
25,0.9302596890961764,7,12,0
4,0.5224443017620878,3,30,0
1,288.64215522531475,500,999,0
7,0.8800182679186866,12,12,0
4,1.5286349511547364,30,13,0
8,2.018713737872144,29,15,0
3,1.3920412225995398,19,15,0
4,0.8741366342396117,10,15,0
3,1.047119279914409,16,15,0
20,1.6932411529765332,15,15,0
18,1.5332901081973815,15,15,0
36,1.5681327535298575,14,15,0
52,1.749126496539576,17,16,0
4,0.8735372075079274,14,15,0
3,1.1448621549425853,17,15,0
4,0.3462699217153907,13,3,0
5,0.25801234834569203,3,6,0
7,1.737481214510891,17,17,0
9,3.965806774296701,54,18,0
6,4.776129781718082,72,18,0
7,6.113945313493745,91,18,0
8,2.47009381814155,50,6,0
4,5.159979350600219,113,24,0
12,0.8752617197423754,8,8,0
49,0.6870402124936185,7,6,0
59,0.7880796322918293,8,6,0
56,0.6732478344745394,8,7,0
4,3.398347990885816,54,18,0
20,4.04068136815484,16,26,0
5,114.57482663550998,286,119,0
43,1.3899187376377626,18,12,0
5,2.9232604501647588,66,14,0
10,1.7234103780174461,17,21,0
10,5.854800935043335,103,18,0
6,4.768613089659951,140,6,0
5,3.468904878879407,140,6,0
5,3.730853940143006,69,12,0
16,2.9696806011708183,17,23,0
14,7.239564562790263,38,19,0
16,6.901707134618341,27,25,0
5,2.966054518225989,27,27,0
7,8.251533683505732,140,6,0
24,3.1983769951227,28,15,0
10,1.9136864524161996,27,17,0
10,1.0170527417121182,26,4,0
20,3.42113481552209,40,15,0
7,4.509428684914788,74,13,0
13,0.8395510436096866,9,12,0
13,10.384486416477122,145,16,0
10,2.180109386810968,20,19,0
30,4.290142992905135,27,27,0
25,0.9302596890961764,7,12,0
4,0.5224443017620878,3,30,0
1,288.6204441229036,500,999,0
7,0.8800182679186866,12,12,0
4,1.5286349511547364,30,13,0
8,2.018713737872144,29,15,0
3,1.3920412225995398,19,15,0
4,0.8741366342396117,10,15,0
3,1.047119279914409,16,15,0
20,1.6932411529765332,15,15,0
18,1.5332901081973815,15,15,0
36,1.5681327535298575,14,15,0
52,1.749126496539576,17,16,0
4,0.8735372075079274,14,15,0
3,1.1448621549425853,17,15,0
4,0.3462699217153907,13,3,0
5,0.25801234834569203,3,6,0
7,1.737481214510891,17,17,0
9,3.965806774296701,54,18,0
6,4.776129781718082,72,18,0
7,6.113945313493745,91,18,0
8,2.47009381814155,50,6,0
4,5.159979350600219,113,24,0
12,0.8752617197423754,8,8,0
49,0.6870402124936185,7,6,0
59,0.7880796322918293,8,6,0
56,0.6732478344745394,8,7,0
4,3.398347990885816,54,18,0
20,4.04068136815484,16,26,0
5,114.57482663550998,286,119,0
43,1.3899187376377626,18,12,0
5,2.9232604501647588,66,14,0
10,1.7234103780174461,17,21,0
10,5.854800935043335,103,18,0
6,4.768613089659951,140,6,0
5,3.468904878879407,140,6,0
5,3.730853940143006,69,12,0
16,2.9696806011708183,17,23,0
14,7.239564562790263,38,19,0
16,6.901707134618341,27,25,0
5,2.966054518225989,27,27,0
7,8.251533683505732,140,6,0
24,3.1983769951227,28,15,0
10,1.9136864524161996,27,17,0
10,1.0170527417121182,26,4,0
20,3.42113481552209,40,15,0
7,4.509428684914788,74,13,0
13,0.8395510436096866,9,12,0
13,10.384486416477122,145,16,0
10,2.180109386810968,20,19,0
30,4.290142992905135,27,27,0
25,0.9302596890961764,7,12,0
4,0.5224443017620878,3,30,0
1,288.6204441229036,500,999,0
7,0.8800182679186866,12,12,0
4,1.5286349511547364,30,13,0
8,2.018713737872144,29,15,0
3,1.3920412225995398,19,15,0
4,0.8741366342396117,10,15,0
3,1.047119279914409,16,15,0
20,1.6932411529765332,15,15,0
18,1.5332901081973815,15,15,0
36,1.5681327535298575,14,15,0
52,1.749126496539576,17,16,0
4,0.8735372075079274,14,15,0
3,1.1448621549425853,17,15,0
4,0.3462699217153907,13,3,0
5,0.25801234834569203,3,6,0
7,1.737481214510891,17,17,0
9,3.965806774296701,54,18,0
6,4.776129781718082,72,18,0
7,6.113945313493745,91,18,0
8,2.47009381814155,50,6,0
4,5.159979350600219,113,24,0
12,0.8752617197423754,8,8,0
49,0.6870402124936185,7,6,0
59,0.7880796322918293,8,6,0
56,0.6732478344745394,8,7,0
4,3.398347990885816,54,18,0
20,4.04068136815484,16,26,0
5,114.57482663550998,286,119,0
43,1.3899187376377626,18,12,0
5,2.9232604501647588,66,14,0
10,1.7234103780174461,17,21,0
10,5.854800935043335,103,18,0
6,4.768613089659951,140,6,0
5,3.468904878879407,140,6,0
5,3.730853940143006,69,12,0
16,2.9696806011708183,17,23,0
14,7.239564562790263,38,19,0
16,6.901707134618341,27,25,0
5,2.966054518225989,27,27,0
7,8.251533683505732,140,6,0
24,3.1983769951227,28,15,0
10,1.9136864524161996,27,17,0
10,1.0170527417121182,26,4,0
20,3.42113481552209,40,15,0
7,4.509428684914788,74,13,0
13,0.8395510436096866,9,12,0
13,10.384486416477122,145,16,0
10,2.180109386810968,20,19,0
30,4.290142992905135,27,27,0
25,0.9302596890961764,7,12,0
4,0.5224443017620878,3,30,0
1,289.2795421070954,500,999,0
7,0.8800182679186866,12,12,0
4,1.5286349511547364,30,13,0
8,2.018713737872144,29,15,0
3,1.3920412225995398,19,15,0
4,0.8741366342396117,10,15,0
3,1.047119279914409,16,15,0
20,1.6932411529765332,15,15,0
18,1.5332901081973815,15,15,0
36,1.5681327535298575,14,15,0
52,1.749126496539576,17,16,0
4,0.8735372075079274,14,15,0
3,1.1448621549425853,17,15,0
5,0.25801234834569203,4,5,0
4,0.3462699217153907,13,3,0
7,1.737481214510891,17,17,0
8,3.9895142000006856,54,18,0
6,4.737546005401864,72,18,0
7,6.113945313493745,91,18,0
20,7.524425182945255,108,16,0
33,4.001285487318169,22,22,0
3,8.564938348753813,128,31,0
7,5.244096453189566,140,5,0
60,0.5937190760222202,7,7,0
55,0.6437931434812479,8,7,0
54,0.6574067356918981,8,7,0
52,0.7419777247015376,7,7,0
60,0.7872332530219851,8,7,0
3,3.542946149908582,54,18,0
5,3.0379733499304598,66,14,0
32,1.4309945051901987,17,13,0
19,1.7263550909270786,17,20,0
3,100.90181498389106,286,125,0
4,2.8649712371192835,140,6,0
4,3.8352278776425335,69,13,0
14,2.9677130115160946,17,22,0
13,6.640257103199911,38,19,0
18,6.546087100647578,27,25,0
5,2.9073894554769093,27,27,0
10,7.216887070802371,139,6,0
5,3.0416232835204937,75,18,0
5,3.3158852989733174,70,21,0
60,4.288829355102242,33,24,0
16,3.2453029990571904,27,28,0
13,0.8395510436096866,9,12,0
13,10.384486416477122,145,16,0
10,2.180109386810968,20,19,0
30,4.290142992905135,27,27,0
25,0.9302596890961764,7,12,0
4,0.5224443017620878,3,30,0
1,265.51224122827114,500,999,0
7,0.8800182679186866,12,12,0
4,1.5286349511547364,30,13,0
8,2.018713737872144,29,15,0
3,1.3920412225995398,19,15,0
4,0.8741366342396117,10,15,0
3,1.047119279914409,16,15,0
20,1.6932411529765332,15,15,0
18,1.5332901081973815,15,15,0
36,1.5681327535298575,14,15,0
52,1.749126496539576,17,16,0
4,0.8735372075079274,14,15,0
3,1.1448621549425853,17,15,0
5,0.25801234834569203,4,5,0
4,0.3462699217153907,13,3,0
7,1.737481214510891,17,17,0
8,3.9895142000006856,54,18,0
6,4.737546005401864,72,18,0
7,6.113945313493745,91,18,0
20,7.524425182945255,108,16,0
33,4.001285487318169,22,22,0
3,8.564938348753813,128,31,0
7,5.244096453189566,140,5,0
60,0.5937190760222202,7,7,0
55,0.6437931434812479,8,7,0
